orig_index	sentence	label
28998	to better understand why this did in't connect with me would require another viewing , and i two in't be sitting through this one again	0
28999	fiercely intelligent	1
29000	from squirming in their seats	0
29001	about sex gags and prom dates	0
29002	give credit to everyone from robinson	1
29003	have a barrie good time	1
29004	are both excellent	1
29005	are crisp and purposeful without overdoing it	1
29006	hungry-man portions of bad	0
29007	it feels more forced than usual .	0
29008	literal	1
29009	the rueful , wry humour	1
29010	has cheapened the artistry of making a film	0
29011	a vehicle to saver binoche 's skill	1
29012	to the dull effects that allow the suit to come to life	0
29013	hopes to camouflage how bad this movie is .	0
29014	sadly , full frontal plays like the work of a dilettante .	0
29015	as chilling and fascinating as philippe mora 's modern hitler-study	1
29016	improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humour	1
29017	just lapses into unhidden british	0
29018	once subtle and visceral	1
29019	the factors are simply too good , and the story too intriguing	1
29020	farce	0
29021	sometimes beautiful	1
29022	les	1
29023	in metropolis you hate to tear your eyes away from the images long enough to read the subtitles	1
29024	that is actually funny without hitting below the belt	1
29025	a gushy episode of `` pm * a * is * the '' only this time from an asian perspective .	0
29026	waiting for friday to just die already	0
29027	a charmer from belgium	1
29028	fabulously	1
29029	equals the original	1
29030	have one saving grace	1
29031	injects just enough freshness into the proceedings to provide an enjoyable one hundred minutes in a movie theatre	1
29032	good ,	1
29033	virtue	1
29034	stealing harvard does in't care about cleverness , wit for any other kind of intelligent humour .	0
29035	a solid pedigree	1
29036	the audience other than to sit back and enjoy a couple of great factors hamming it up	1
29037	gimmick	0
29038	, in the hands of a brutally honest individual like prophet jack ,	1
29039	terror	0
29040	cleverness	1
29041	crippled children	0
29042	slack execution	0
29043	is put in an impossible spot because this character 's deceptions ultimately undo him and the believability of the entire scenario .	0
29044	this is a film that manages to find greatness in the hue of its drastic iconography .	1
29045	a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film	1
29046	of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought	0
29047	plays like some corny television production from a bygone era	0
29048	more than makes up for in drama , suspense , revenge , and romance .	1
29049	become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking	1
29050	go to grant , who has in't lost a bit of the dry humour that first made audiences on both sides of the atlantic love him	1
29051	where the only belly laughs come from the selection of outtakes stacked onto the send credits	0
29052	, intricate magic	1
29053	is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies	1
29054	some of the most ravaging , gut-wrenching , frightening war scenes since `` saving private ryan ''	1
29055	offers the flash of rock videos fused with solid performances and eerie atmosphere .	1
29056	a silly , nickelodeon-esque kiddie flick	0
29057	if you are curious to see the darker side of what 's going on with young to factors ( dawson leery did what ?!? ) , for see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .	0
29058	on crummy-looking videotape	0
29059	erotically frank	1
29060	less-compelling	0
29061	a breadth of vision and	1
29062	was any doubt that peter to'fallon did in't have an original bone in this body	0
29063	curious to note that this film , like the similarly will-timed antitrust , is easily as bad at a fraction the budget	0
29064	're simply not funny performers	0
29065	which also seems to play on a ten-year delay	0
29066	that makes the formula fresh again	1
29067	playfully profound . and crazier than michael jackson on the top floor of a skyscraper nursery	1
29068	scott 's convincing portrayal	1
29069	attempts , in vain ,	0
29070	make `` the good girl '' a film worth watching .	1
29071	subtle	1
29072	he can rest contentedly with the knowledge that the 's made at least one damn fine horror movie	1
29073	as crude and profane as never ,	0
29074	impresses as a skilfully assembled , highly polished and professional adaptation . just about as chilling and unsettling as ` manhunter '	1
29075	's easy to like and always leaves us laughing	1
29076	's not a brilliant piece of filmmaking	1
29077	a spielberg trademark	1
29078	is such a blip on the year 's radar screen	0
29079	realized through clever makeup design ,	1
29080	funny popcorn	1
29081	cut their losses	0
29082	the cadence of a depressed fifteen-year-old 's suicidal poetry	0
29083	if mapquest emailed him point-to-point driving directions	1
29084	the author 's devotees will probably find it fascinating	1
29085	the humour and humanity of monsoon wedding	1
29086	a failure	0
29087	justifying the hype that surrounded its debut at the abundance film festival	1
29088	uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos	1
29089	served an eviction notice at every theatre stuck with it	0
29090	a mournful undercurrent that places the good-time shenanigans in welcome perspective	1
29091	, most pleasurable expressions of pure movie love to come from an american director in years .	1
29092	have been worth cheering as a breakthrough but	1
29093	a little weak -- and it is in't that funny .	0
29094	illness	0
29095	colorfully wrapped up in this own idiosyncratic strain of kitschy goodwill .	1
29096	what little atmosphere is generated by the shadowy lighting , macabre sets	0
29097	better thriller	1
29098	powerful , chilling , and affecting study	1
29099	like a quickie to special than a feature film	0
29100	an unorthodox little film nor organized crime story that includes one of the strangest love stories you will never see .	1
29101	still , this flick is fun , and host to some truly excellent sequences .	1
29102	to the storytelling instincts of a slightly more literate filmgoing audience	1
29103	more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers	0
29104	trappings ( especially the frank sex scenes ) ensure that the film is never dull	1
29105	reaffirms life	1
29106	a pretentious mess .	0
29107	ii experience	0
29108	watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes	0
29109	clichés and a dim	0
29110	stress-reducing	1
29111	that 's hard to resist	1
29112	an improvement on the feeble examples of big-screen spoke-mania that have preceded it	1
29113	entertaining and moving	1
29114	's a beautiful film , full of elaborate and twisted characters	1
29115	is a tale worth catching	1
29116	a condition only the old are privy to	1
29117	gunfight	0
29118	the excesses of writer-director roger salary	0
29119	relied too much	0
29120	a noble failure .	0
